timestamp,heart_rate,activity_level,alert
2023-01-01 02:01:00,55.4530627260263,low,0
2023-01-01 02:02:00,67.0139715546805,low,0
2023-01-01 02:03:00,52.990744686038596,high,0
2023-01-01 02:04:00,62.93428546900135,low,0
2023-01-01 02:05:00,70.95227812904989,medium,0
2023-01-01 02:06:00,55.04731837434656,low,0
2023-01-01 02:07:00,57.16851135198614,low,0
2023-01-01 02:08:00,60.498256825438204,high,0
2023-01-01 02:09:00,57.482621729419,high,0
2023-01-01 02:10:00,52.24668284466934,low,0
2023-01-01 02:11:00,60.34281487403014,high,0
2023-01-01 02:12:00,54.688481431369475,medium,0
2023-01-01 02:13:00,62.36796215317591,high,0
2023-01-01 02:14:00,55.402878828830985,low,0
2023-01-01 02:15:00,67.7496720250877,medium,0
2023-01-01 02:16:00,56.08373353831882,low,0
2023-01-01 02:17:00,58.38969241897162,medium,0
2023-01-01 02:18:00,64.06758608684835,low,0
2023-01-01 02:19:00,53.84567841783022,low,0
2023-01-01 02:20:00,61.13729967302065,low,0
2023-01-01 02:21:00,66.53571377141213,medium,0
2023-01-01 02:22:00,51.96258382719386,low,0
2023-01-01 02:23:00,60.92316929266152,medium,0
2023-01-01 02:24:00,61.29941397124212,high,0
2023-01-01 02:25:00,63.909114358886555,low,0
2023-01-01 02:26:00,53.81524644560959,medium,0
2023-01-01 02:27:00,53.39771693457862,low,0
2023-01-01 02:28:00,62.60970782808449,high,0
2023-01-01 02:29:00,61.48492336616593,low,0
2023-01-01 02:30:00,61.252464251729386,medium,0
2023-01-01 02:31:00,61.73224104748488,high,0
2023-01-01 02:32:00,56.59987639210755,high,0
2023-01-01 02:33:00,61.16126848580502,medium,0
2023-01-01 02:34:00,61.46536236649341,low,0
2023-01-01 02:35:00,56.42824290986816,medium,0
2023-01-01 02:36:00,69.32887255572378,high,0
2023-01-01 02:37:00,62.36916460455894,medium,0
2023-01-01 02:38:00,54.04348251398676,low,0
2023-01-01 02:39:00,63.28276804316915,high,0
2023-01-01 02:40:00,55.126591648863396,medium,0
2023-01-01 02:41:00,63.93542301871226,medium,0
2023-01-01 02:42:00,65.79297789503703,low,0
2023-01-01 02:43:00,55.89658840824145,medium,0
2023-01-01 02:44:00,64.8168806462216,low,0
2023-01-01 02:45:00,62.063904634682494,medium,0
2023-01-01 02:46:00,64.11030079997245,low,0
2023-01-01 02:47:00,69.48396491326974,medium,0
2023-01-01 02:48:00,58.77305941998565,high,0
2023-01-01 02:49:00,56.23131917821255,low,0
2023-01-01 02:50:00,55.55242785187238,high,0
2023-01-01 02:51:00,55.92094857517281,low,0
2023-01-01 02:52:00,59.61449145292948,high,0
2023-01-01 02:53:00,61.70575987408322,medium,0
2023-01-01 02:54:00,61.3834539966501,medium,0
2023-01-01 02:55:00,64.13591624518011,medium,0
2023-01-01 02:56:00,60.065009459389536,high,0
2023-01-01 02:57:00,67.26767038578659,low,0
2023-01-01 02:58:00,58.67671583381022,low,0
2023-01-01 02:59:00,73.6008458329481,medium,0
2023-01-01 03:00:00,63.128336738825034,high,0
2023-01-01 03:01:00,55.714212217918586,medium,0
2023-01-01 03:02:00,54.645537509694435,medium,0
2023-01-01 03:03:00,62.41236207621593,low,0
2023-01-01 03:04:00,58.88268607337075,high,0
2023-01-01 03:05:00,63.57000247046046,low,0
2023-01-01 03:06:00,62.366188122867726,medium,0
2023-01-01 03:07:00,59.63585543671564,low,0
2023-01-01 03:08:00,55.76603140965798,low,0
2023-01-01 03:09:00,52.42576387657068,low,0
2023-01-01 03:10:00,57.767425239664895,low,0
2023-01-01 03:11:00,64.28199397161737,medium,0
2023-01-01 03:12:00,61.07046872065102,low,0
2023-01-01 03:13:00,53.77130610644006,low,0
2023-01-01 03:14:00,60.86590462925591,low,0
2023-01-01 03:15:00,61.92658689864418,low,0
2023-01-01 03:16:00,55.580712818994336,low,0
2023-01-01 03:17:00,60.768625529727636,low,0
2023-01-01 03:18:00,60.29104359223,medium,0
2023-01-01 03:19:00,54.28514851084688,medium,0
2023-01-01 03:20:00,61.788936801741414,medium,0
2023-01-01 03:21:00,62.803922631841175,low,0
2023-01-01 03:22:00,65.41525621587638,low,0
2023-01-01 03:23:00,65.26901026017451,high,0
2023-01-01 03:24:00,53.111653160214544,medium,0
2023-01-01 03:25:00,55.310874800424386,low,0
2023-01-01 03:26:00,62.5751763360433,low,0
2023-01-01 03:27:00,62.56892975456105,low,0
2023-01-01 03:28:00,62.57523843153024,low,0
2023-01-01 03:29:00,79.26365745327361,low,0
2023-01-01 03:30:00,62.85445255346583,medium,0
2023-01-01 03:31:00,65.677828200903,medium,0
2023-01-01 03:32:00,64.770008817466,medium,0
2023-01-01 03:33:00,63.25695625652899,medium,0
2023-01-01 03:34:00,58.423653776798275,high,0
2023-01-01 03:35:00,63.79484610246634,medium,0
2023-01-01 03:36:00,56.13587392731214,high,0
2023-01-01 03:37:00,58.815906966299956,low,0
2023-01-01 03:38:00,57.57318226085448,low,0
2023-01-01 03:39:00,60.40937069693161,low,0
2023-01-01 03:40:00,71.57329283336755,medium,0
2023-01-01 03:41:00,50.66367403704126,high,0
2023-01-01 03:42:00,63.431300951872565,low,0
2023-01-01 03:43:00,51.93642064405174,high,0
2023-01-01 03:44:00,57.64034067105283,low,0
2023-01-01 03:45:00,65.44475298483682,high,0
2023-01-01 03:46:00,60.321400095477316,low,0
2023-01-01 03:47:00,54.61127611035347,low,0
2023-01-01 03:48:00,56.42348145370016,low,0
2023-01-01 03:49:00,63.39798874467338,low,0
2023-01-01 03:50:00,56.34816684141432,low,0
2023-01-01 03:51:00,61.08229294790988,low,0
2023-01-01 03:52:00,60.22785919951907,high,0
2023-01-01 03:53:00,56.74199826197091,medium,0
2023-01-01 03:54:00,70.71972044662662,low,0
2023-01-01 03:55:00,63.169595111590056,medium,0
2023-01-01 03:56:00,49.874287066711965,medium,0
2023-01-01 03:57:00,60.93227157384714,low,0
2023-01-01 03:58:00,56.69106767615806,low,0
2023-01-01 03:59:00,64.26216667398111,low,0
2023-01-01 04:00:00,56.037396307836495,low,0
2023-01-01 04:01:00,59.42631779266551,medium,0
2023-01-01 04:02:00,62.524936394902284,low,0
2023-01-01 04:03:00,64.32877597085061,medium,0
2023-01-01 04:04:00,53.99851796472112,medium,0
2023-01-01 04:05:00,58.327493820795254,low,0
2023-01-01 04:06:00,57.625273444195216,medium,0
2023-01-01 04:07:00,56.73335383713144,low,0
2023-01-01 04:08:00,68.82727120140548,high,0
2023-01-01 04:09:00,62.024908554804774,low,0
2023-01-01 04:10:00,53.69558022832477,high,0
2023-01-01 04:11:00,64.58930973527389,medium,0
2023-01-01 04:12:00,70.61078098506317,low,0
2023-01-01 04:13:00,65.16232630275573,medium,0
2023-01-01 04:14:00,52.403150170229935,high,0
2023-01-01 04:15:00,57.57882963566874,medium,0
2023-01-01 04:16:00,66.33455574593312,high,0
2023-01-01 04:17:00,56.461652671906094,high,0
2023-01-01 04:18:00,62.219097140731144,low,0
2023-01-01 04:19:00,63.87317026714668,low,0
2023-01-01 04:20:00,55.36534764210958,medium,0
2023-01-01 04:21:00,59.702373219691,low,0
2023-01-01 04:22:00,43.79366329965464,high,0
2023-01-01 04:23:00,54.87806179332855,high,0
2023-01-01 04:24:00,58.7371592430342,low,0
2023-01-01 04:25:00,53.76108409017575,low,0
2023-01-01 04:26:00,68.16205651965818,medium,0
2023-01-01 04:27:00,52.84929311019684,low,0
2023-01-01 04:28:00,57.79977756651508,high,0
2023-01-01 04:29:00,60.65370288643046,low,0
2023-01-01 04:30:00,67.20636644533057,medium,0
2023-01-01 04:31:00,52.8206892441028,low,0
2023-01-01 04:32:00,65.8158187607748,medium,0
2023-01-01 04:33:00,60.05116530509793,low,0
2023-01-01 04:34:00,55.09245674476024,medium,0
2023-01-01 04:35:00,62.31051737131635,low,0
2023-01-01 04:36:00,60.99529847786735,medium,0
2023-01-01 04:37:00,56.99891561420603,high,0
2023-01-01 04:38:00,60.349010424950094,low,0
2023-01-01 04:39:00,58.073432015691196,low,0
2023-01-01 04:40:00,60.56758672625624,low,0
2023-01-01 04:41:00,63.31065337260523,medium,0
2023-01-01 04:42:00,67.93008408072676,medium,0
2023-01-01 04:43:00,53.810922505865754,medium,0
2023-01-01 04:44:00,70.66516687328134,low,0
2023-01-01 04:45:00,50.23956100238749,low,0
2023-01-01 04:46:00,59.24107452482208,medium,0
2023-01-01 04:47:00,62.94158603242288,low,0
2023-01-01 04:48:00,61.40495933867516,high,0
2023-01-01 04:49:00,56.88650240089703,low,0
2023-01-01 04:50:00,58.95938874821363,medium,0
2023-01-01 04:51:00,57.53499532670584,low,0
2023-01-01 04:52:00,57.053176215278945,low,0
2023-01-01 04:53:00,64.24801048510513,medium,0
2023-01-01 04:54:00,61.785077429825236,medium,0
2023-01-01 04:55:00,56.53545202369673,high,0
2023-01-01 04:56:00,64.49799937716625,low,0
2023-01-01 04:57:00,61.536497604383044,low,0
2023-01-01 04:58:00,64.06431059419481,medium,0
2023-01-01 04:59:00,63.14814420961806,medium,0
2023-01-01 05:00:00,55.85502494538964,low,0
2023-01-01 05:01:00,57.19909479901515,low,0
2023-01-01 05:02:00,63.73646802561631,low,0
2023-01-01 05:03:00,63.05185132716733,high,0
2023-01-01 05:04:00,59.89549203017926,low,0
2023-01-01 05:05:00,60.58663691654391,low,0
2023-01-01 05:06:00,66.38832447894212,low,0
2023-01-01 05:07:00,57.04214305582085,low,0
2023-01-01 05:08:00,62.73548690585019,low,0
2023-01-01 05:09:00,58.98903673783053,medium,0
2023-01-01 05:10:00,58.911593983863895,low,0
2023-01-01 05:11:00,65.49388425993595,high,0
2023-01-01 05:12:00,64.12708174494014,low,0
2023-01-01 05:13:00,64.06754818000319,medium,0
2023-01-01 05:14:00,66.52739403577165,high,0
2023-01-01 05:15:00,60.105019208163796,medium,0
2023-01-01 05:16:00,63.40976485647482,medium,0
2023-01-01 05:17:00,58.44866621703272,low,0
2023-01-01 05:18:00,61.62083176244221,low,0
2023-01-01 05:19:00,59.34928472816158,medium,0
2023-01-01 05:20:00,60.48497982496359,high,0
2023-01-01 05:21:00,62.975785127184565,medium,0
2023-01-01 05:22:00,55.908896583832636,medium,0
2023-01-01 05:23:00,70.4619363784273,medium,0
2023-01-01 05:24:00,54.96991309250149,low,0
2023-01-01 05:25:00,53.92905693606134,low,0
2023-01-01 05:26:00,65.79055436750033,medium,0
2023-01-01 05:27:00,63.95831346981468,high,0
2023-01-01 05:28:00,63.12059908526078,low,0
2023-01-01 05:29:00,63.1417275463214,medium,0
2023-01-01 05:30:00,59.93876613576543,low,0
2023-01-01 05:31:00,55.51372814257084,medium,0
2023-01-01 05:32:00,60.379022790968634,low,0
2023-01-01 05:33:00,56.61419144243944,low,0
2023-01-01 05:34:00,64.87559866708875,medium,0
2023-01-01 05:35:00,59.26471309248931,low,0
2023-01-01 05:36:00,55.87251401603744,medium,0
2023-01-01 05:37:00,58.393070791735035,medium,0
2023-01-01 05:38:00,62.064657271378124,high,0
2023-01-01 05:39:00,57.18137723598013,low,0
2023-01-01 05:40:00,55.888898022167844,low,0
2023-01-01 05:41:00,61.21843605745956,low,0
2023-01-01 05:42:00,61.22483285554361,high,0
2023-01-01 05:43:00,57.46528412314435,high,0
2023-01-01 05:44:00,57.644808471908384,medium,0
2023-01-01 05:45:00,61.160249686788184,high,0
2023-01-01 05:46:00,52.75957829251338,medium,0
2023-01-01 05:47:00,52.962681128117225,medium,0
2023-01-01 05:48:00,56.40777889373782,low,0
2023-01-01 05:49:00,58.932764241440765,medium,0
2023-01-01 05:50:00,61.554537827990025,low,0
2023-01-01 05:51:00,67.37678108474776,high,0
2023-01-01 05:52:00,64.2882981160101,medium,0
2023-01-01 05:53:00,59.20030735018287,medium,0
2023-01-01 05:54:00,59.904918960486555,low,0
2023-01-01 05:55:00,54.987353176810956,low,0
2023-01-01 05:56:00,59.90743432003805,low,0
2023-01-01 05:57:00,58.55670680539931,low,0
2023-01-01 05:58:00,61.613592801690444,low,0
2023-01-01 05:59:00,55.86384528223839,high,0
2023-01-01 06:00:00,62.59673257120586,medium,0
2023-01-01 06:01:00,67.66369456501289,low,0
2023-01-01 06:02:00,59.45619925771571,low,0
2023-01-01 06:03:00,62.00855861049471,low,0
2023-01-01 06:04:00,63.45071995855556,medium,0
2023-01-01 06:05:00,57.99389764057082,medium,0
2023-01-01 06:06:00,61.12046240905208,high,0
2023-01-01 06:07:00,60.06296200390897,low,0
2023-01-01 06:08:00,60.488380492744156,high,0
2023-01-01 06:09:00,56.134951080722665,high,0
2023-01-01 06:10:00,60.12255087129471,low,0
2023-01-01 06:11:00,62.48999145622725,high,0
2023-01-01 06:12:00,67.2557180389752,low,0
2023-01-01 06:13:00,64.79635413042604,high,0
2023-01-01 06:14:00,70.76591228755778,low,0
2023-01-01 06:15:00,56.16326218555975,high,0
2023-01-01 06:16:00,64.36160318360339,high,0
2023-01-01 06:17:00,60.91671002869176,high,0
2023-01-01 06:18:00,70.94901466608836,medium,0
2023-01-01 06:19:00,55.95850857322424,low,0
2023-01-01 06:20:00,55.80139078909612,low,0
2023-01-01 06:21:00,57.003036772779886,low,0
2023-01-01 06:22:00,49.380521378450965,low,0
2023-01-01 06:23:00,57.37122489159619,medium,0
2023-01-01 06:24:00,56.20433669223151,low,0
2023-01-01 06:25:00,60.75196893238104,high,0
2023-01-01 06:26:00,61.7087798788858,medium,0
2023-01-01 06:27:00,69.38085419607943,high,0
2023-01-01 06:28:00,64.75211919093024,low,0
2023-01-01 06:29:00,57.115481721687985,high,0
2023-01-01 06:30:00,55.50792664325821,high,0
2023-01-01 06:31:00,62.45959585753253,low,0
2023-01-01 06:32:00,53.39883396489679,medium,0
2023-01-01 06:33:00,69.15729382927177,medium,0
2023-01-01 06:34:00,65.89720060360644,low,0
2023-01-01 06:35:00,57.65412173947647,medium,0
2023-01-01 06:36:00,51.434327354545616,low,0
2023-01-01 06:37:00,66.76936187082707,low,0
2023-01-01 06:38:00,59.42730077373691,low,0
2023-01-01 06:39:00,66.1890815598673,low,0
2023-01-01 06:40:00,52.02786170602816,low,0
2023-01-01 06:41:00,57.00312488523114,low,0
2023-01-01 06:42:00,60.026218498590914,high,0
2023-01-01 06:43:00,60.23490296882371,medium,0
2023-01-01 06:44:00,57.749672642603784,high,0
2023-01-01 06:45:00,63.114249661737496,low,0
2023-01-01 06:46:00,54.66189785308703,low,0
2023-01-01 06:47:00,59.288102574893536,medium,0
2023-01-01 06:48:00,60.601478158559495,low,0
2023-01-01 06:49:00,62.57219417029374,low,0
2023-01-01 06:50:00,63.558074390444446,medium,0
2023-01-01 06:51:00,54.376789540810655,low,0
2023-01-01 06:52:00,52.329429146321885,medium,0
2023-01-01 06:53:00,66.38838410949255,medium,0
2023-01-01 06:54:00,61.66157005989796,low,0
2023-01-01 06:55:00,56.25756731721723,low,0
2023-01-01 06:56:00,67.75575987761262,medium,0
2023-01-01 06:57:00,60.57837317146429,low,0
2023-01-01 06:58:00,65.89648592031914,low,0
2023-01-01 06:59:00,60.33759240705054,high,0
2023-01-01 07:00:00,70.30373962440993,low,0
2023-01-01 07:01:00,68.77670421221602,medium,0
2023-01-01 07:02:00,58.75517925760463,high,0
2023-01-01 07:03:00,64.85785475477178,low,0
2023-01-01 07:04:00,63.226879747925736,low,0
2023-01-01 07:05:00,66.84315778766174,low,0
2023-01-01 07:06:00,55.17538269709948,low,0
2023-01-01 07:07:00,63.4302572999922,low,0
2023-01-01 07:08:00,65.29212243424794,medium,0
2023-01-01 07:09:00,51.20630256788443,low,0
2023-01-01 07:10:00,54.083707436671126,medium,0
2023-01-01 07:11:00,49.803839111199494,high,0
2023-01-01 07:12:00,58.65296582777721,high,0
2023-01-01 07:13:00,63.58771127897981,medium,0
2023-01-01 07:14:00,67.51178526048014,low,0
2023-01-01 07:15:00,60.37047390209887,medium,0
2023-01-01 07:16:00,68.14307772785646,medium,0
2023-01-01 07:17:00,53.099492708925546,low,0
2023-01-01 07:18:00,51.48308780322422,low,0
2023-01-01 07:19:00,59.722261505516904,high,0
2023-01-01 07:20:00,61.92032724469654,low,0
2023-01-01 07:21:00,59.836526259529535,low,0
2023-01-01 07:22:00,49.66278949980062,low,0
2023-01-01 07:23:00,59.55439980243606,low,0
2023-01-01 07:24:00,53.47765249747573,high,0
2023-01-01 07:25:00,63.348362744150194,medium,0
2023-01-01 07:26:00,61.83299123048424,medium,0
2023-01-01 07:27:00,55.30060106836322,low,0
2023-01-01 07:28:00,57.43066541331653,low,0
2023-01-01 07:29:00,54.703932390555245,low,0
2023-01-01 07:30:00,59.686604513634144,low,0
2023-01-01 07:31:00,64.77571160250619,low,0
2023-01-01 07:32:00,55.071369768322285,medium,0
2023-01-01 07:33:00,62.52023257758922,low,0
2023-01-01 07:34:00,57.348711908137794,medium,0
2023-01-01 07:35:00,56.03563583868828,low,0
2023-01-01 07:36:00,59.46484820022721,low,0
2023-01-01 07:37:00,54.82378838790313,low,0
2023-01-01 07:38:00,57.23175347326409,high,0
2023-01-01 07:39:00,54.010610537055754,high,0
2023-01-01 07:40:00,69.82362566458195,high,0
2023-01-01 07:41:00,60.17631775985864,low,0
2023-01-01 07:42:00,56.501372460037075,low,0
2023-01-01 07:43:00,61.06989955367111,medium,0
2023-01-01 07:44:00,59.43835975154585,low,0
2023-01-01 07:45:00,58.89515200233389,high,0
2023-01-01 07:46:00,63.07083350021713,low,0
2023-01-01 07:47:00,63.787538550236526,low,0
2023-01-01 07:48:00,57.34749426194736,low,0
2023-01-01 07:49:00,57.1209087967766,low,0
2023-01-01 07:50:00,58.62474151424178,medium,0
2023-01-01 07:51:00,48.49039417632208,low,0
2023-01-01 07:52:00,52.42404468900724,low,0
2023-01-01 07:53:00,66.83437133722262,low,0
2023-01-01 07:54:00,68.22483856750642,low,0
2023-01-01 07:55:00,58.75481980221811,medium,0
2023-01-01 07:56:00,62.88278481527883,high,0
2023-01-01 07:57:00,61.55625077271768,high,0
2023-01-01 07:58:00,75.3944040422762,medium,0
2023-01-01 07:59:00,65.59787455717289,low,0
2023-01-01 08:00:00,59.36041204259617,medium,0
2023-01-01 08:01:00,55.22229779699787,low,0
2023-01-01 08:02:00,51.96776839871214,low,0
2023-01-01 08:03:00,61.017318179336115,high,0
2023-01-01 08:04:00,56.21824627357849,low,0
2023-01-01 08:05:00,52.888731452011626,high,0
2023-01-01 08:06:00,56.76713557878737,low,0
2023-01-01 08:07:00,54.592259981928024,medium,0
2023-01-01 08:08:00,68.43570817536282,medium,0
2023-01-01 08:09:00,64.40819878474726,high,0
2023-01-01 08:10:00,59.960136793416915,medium,0
2023-01-01 08:11:00,67.39972069445012,medium,0
2023-01-01 08:12:00,60.386841538238095,low,0
2023-01-01 08:13:00,55.693578993358685,medium,0
2023-01-01 08:14:00,67.61562038634828,low,0
2023-01-01 08:15:00,62.694550218423295,medium,0
2023-01-01 08:16:00,54.81376922836772,medium,0
2023-01-01 08:17:00,59.04830660958196,medium,0
2023-01-01 08:18:00,55.62190873307621,low,0
2023-01-01 08:19:00,53.08600134517832,low,0
2023-01-01 08:20:00,64.63088773765821,medium,0
2023-01-01 08:21:00,69.54708320235065,low,0
2023-01-01 08:22:00,53.00716213090429,low,0
2023-01-01 08:23:00,62.81484618345286,low,0
2023-01-01 08:24:00,56.746787154390866,high,0
2023-01-01 08:25:00,57.56437308117652,medium,0
2023-01-01 08:26:00,57.03803037880566,low,0
2023-01-01 08:27:00,55.68004615160092,low,0
2023-01-01 08:28:00,60.24260813972413,low,0
2023-01-01 08:29:00,55.845249417944814,medium,0
2023-01-01 08:30:00,61.35228412889919,medium,0
2023-01-01 08:31:00,59.748809452754315,low,0
2023-01-01 08:32:00,58.80525976566795,low,0
2023-01-01 08:33:00,55.46218168979201,low,0
2023-01-01 08:34:00,57.116143347158335,medium,0
2023-01-01 08:35:00,63.77695612912878,medium,0
2023-01-01 08:36:00,62.504585938121906,low,0
2023-01-01 08:37:00,55.11222377600724,low,0
2023-01-01 08:38:00,60.49666152714613,low,0
2023-01-01 08:39:00,63.75693561685895,high,0
2023-01-01 08:40:00,51.652973594393146,low,0
2023-01-01 08:41:00,62.71680096189967,medium,0
2023-01-01 08:42:00,56.686881205270765,medium,0
2023-01-01 08:43:00,62.852993342965796,low,0
2023-01-01 08:44:00,56.18370421728741,low,0
2023-01-01 08:45:00,50.9755894966774,low,0
2023-01-01 08:46:00,51.862287810584185,medium,0
2023-01-01 08:47:00,60.24042473330691,medium,0
2023-01-01 08:48:00,61.29861250860741,medium,0
2023-01-01 08:49:00,55.47841687447796,medium,0
2023-01-01 08:50:00,63.19296229388687,low,0
2023-01-01 08:51:00,51.6923996886552,high,0
2023-01-01 08:52:00,59.669601006763415,medium,0
2023-01-01 08:53:00,53.94491900118771,low,0
2023-01-01 08:54:00,56.7408194609892,high,0
2023-01-01 08:55:00,60.23699335658207,medium,0
2023-01-01 08:56:00,55.69793317358024,medium,0
2023-01-01 08:57:00,58.077222278850876,medium,0
2023-01-01 08:58:00,65.0314640460722,high,0
2023-01-01 08:59:00,57.115540652384254,medium,0
2023-01-01 09:00:00,64.1784605603257,low,0
2023-01-01 09:01:00,54.35146572671191,low,0
2023-01-01 09:02:00,62.64902088957641,high,0
2023-01-01 09:03:00,67.2078431032895,low,0
2023-01-01 09:04:00,47.641777499363556,low,0
2023-01-01 09:05:00,56.015523722647615,low,0
2023-01-01 09:06:00,62.8853606359027,low,0
2023-01-01 09:07:00,58.984773069785035,medium,0
2023-01-01 09:08:00,61.85572936685654,high,0
2023-01-01 09:09:00,56.9800740664209,low,0
2023-01-01 09:10:00,60.4329489373645,low,0
